vehicle_id,vehicle_health_score,engine_temp_c,tyre_pressure_kpa,vibration_g,km_since_service,at_risk
288,79.94,104.0,243.7,0.278,2464,0
234,80.81,103.8,253.4,0.301,1913,0
230,85.26,104.2,248.4,0.235,2022,0
204,80.53,101.5,248.9,0.261,2180,0
269,78.46,109.7,234.1,0.303,2668,0
232,66.66,118.5,228.3,0.429,3815,0
211,72.9,116.7,233.0,0.348,2523,0
247,82.77,107.1,243.1,0.387,2246,0
217,81.88,108.7,241.7,0.328,2254,0
284,65.15,121.6,234.9,0.502,3444,0
274,74.38,116.4,248.3,0.471,2609,0
297,70.7,108.9,235.8,0.38,3651,0
297,93.65,89.6,251.9,0.249,599,0
283,27.32,151.7,213.0,0.753,6972,1
250,84.3,103.7,250.4,0.225,2378,0
217,42.94,134.4,224.9,0.63,5953,1
204,73.74,114.6,237.8,0.322,3088,0
209,75.55,105.6,244.8,0.306,2560,0
223,84.93,101.7,247.9,0.221,1347,0
288,77.4,109.1,245.3,0.287,2712,0
221,48.4,136.1,224.4,0.596,5306,1
209,46.88,133.1,227.3,0.592,4889,1
293,82.96,109.4,241.8,0.249,1995,0
243,83.47,110.8,237.3,0.295,1597,0
241,64.01,126.7,230.0,0.445,3275,0
230,76.89,116.9,243.5,0.348,2897,0
294,47.08,139.2,226.6,0.558,4803,1
234,98.26,93.9,247.4,0.096,892,0
285,89.18,96.2,254.8,0.213,1325,0
299,60.0,121.7,224.5,0.486,3981,0
245,72.42,117.2,238.3,0.349,3063,0
270,81.15,98.9,239.6,0.281,2546,0
202,69.02,121.6,236.6,0.412,3006,0
278,68.55,114.3,227.7,0.385,2863,0
297,75.81,108.4,229.2,0.397,2533,0
219,83.45,107.2,239.7,0.241,2302,0
201,86.18,102.9,249.0,0.219,1358,0
204,49.39,131.3,225.8,0.551,4348,1
285,75.56,107.1,230.9,0.307,2310,0
224,71.56,108.2,242.7,0.385,3604,0
241,85.07,94.0,245.6,0.228,1580,0
233,84.4,109.1,248.4,0.242,2195,0
230,89.07,98.4,244.5,0.217,2126,0
216,81.3,102.3,231.5,0.26,2097,0
240,66.89,121.2,243.2,0.448,3175,0
292,76.51,106.8,238.6,0.294,2644,0
235,88.57,96.7,252.1,0.206,2061,0
280,62.65,126.5,229.6,0.462,3511,0
268,79.15,110.7,241.6,0.318,2669,0
279,82.85,105.3,233.3,0.246,1933,0
257,59.69,122.0,225.4,0.45,3896,1
237,73.99,113.0,247.1,0.426,2382,0
225,78.78,110.4,246.1,0.303,2476,0
228,35.24,146.1,224.0,0.694,5582,1
252,74.12,116.9,241.2,0.318,2982,0
240,90.75,93.9,248.9,0.167,1848,0
240,83.93,102.6,249.4,0.277,1709,0
236,77.79,111.1,245.8,0.292,2443,0
292,84.52,100.9,245.8,0.263,1803,0
264,78.52,112.1,241.3,0.289,2698,0
289,100.0,95.4,258.2,0.176,982,0
292,60.0,124.2,224.3,0.464,3841,0
261,77.18,110.9,238.1,0.288,2760,0
209,77.47,108.3,231.7,0.307,1992,0
296,59.02,123.7,224.3,0.454,4179,1
247,90.8,102.9,248.7,0.213,1378,0
237,75.53,107.5,243.7,0.336,2133,0
241,50.49,135.4,236.2,0.572,5243,1
208,82.31,103.1,242.1,0.317,2027,0
266,57.64,122.6,226.8,0.495,4585,1
204,78.63,112.2,240.3,0.361,2338,0
272,83.22,107.0,244.7,0.288,1817,0
283,78.77,105.4,251.6,0.274,2357,0
242,70.14,114.7,236.1,0.37,2920,0
238,95.99,92.9,243.7,0.194,518,0
267,41.54,140.6,222.7,0.609,5640,1
286,75.22,109.1,239.4,0.313,2163,0
209,71.43,121.2,236.6,0.354,2446,0
245,29.67,145.3,212.2,0.721,6559,1
232,75.22,105.0,251.3,0.324,2925,0
201,95.15,93.7,246.8,0.141,1480,0
200,85.34,94.5,235.2,0.238,1576,0
252,77.23,106.2,236.4,0.291,2589,0
276,41.81,136.9,217.6,0.662,6050,1
259,78.89,108.0,233.3,0.34,1905,0
224,85.2,101.8,243.2,0.246,1639,0
245,32.77,148.1,225.2,0.716,5923,1
296,78.6,105.1,233.1,0.289,2569,0
283,38.77,140.5,210.5,0.763,6387,1
211,100.0,92.3,257.0,0.084,785,0
264,77.99,99.6,239.2,0.311,2933,0
262,66.25,120.4,231.7,0.44,3710,0
236,69.25,107.6,242.1,0.376,3367,0
236,47.69,134.5,220.4,0.654,4848,1
271,35.93,146.5,207.9,0.706,6306,1
293,78.3,109.7,245.4,0.286,1971,0
231,76.25,107.7,239.1,0.43,2048,0
292,88.45,100.8,245.5,0.198,1800,0
283,65.0,116.0,221.6,0.402,4065,0
205,86.59,106.9,239.1,0.201,1994,0
228,82.0,108.6,241.4,0.284,1799,0
244,68.96,112.6,229.0,0.4,3646,0
266,72.49,118.9,243.1,0.485,2969,0
222,64.09,121.3,232.4,0.406,3254,0
241,77.76,104.4,238.8,0.304,2638,0
209,75.75,115.3,245.0,0.437,2206,0
210,59.49,131.0,226.7,0.449,3725,1
243,54.12,128.0,229.6,0.565,4782,1
262,73.43,114.1,237.9,0.336,3417,0
245,76.6,109.8,244.7,0.295,2411,0
238,75.14,113.5,241.5,0.306,2348,0
249,79.68,110.5,245.1,0.338,1908,0
263,40.64,144.4,216.8,0.635,5724,1
271,66.55,111.0,230.7,0.382,2857,0
253,23.02,153.4,209.6,0.784,7412,1
209,43.52,141.9,225.2,0.668,5522,1
204,24.74,151.2,213.4,0.778,7225,1
234,81.33,107.3,246.9,0.255,2017,0
220,83.62,100.3,238.4,0.254,1520,0
253,75.84,113.2,231.2,0.361,3212,0
270,84.43,103.4,241.1,0.292,2324,0
225,91.45,99.7,243.9,0.211,1379,0
246,75.05,112.8,233.1,0.34,2341,0
221,75.41,105.3,237.7,0.33,3245,0
246,46.96,143.5,215.7,0.578,4887,1
237,44.79,131.7,218.8,0.581,5758,1
200,37.2,153.3,212.2,0.729,5600,1
266,84.22,94.8,236.8,0.234,1685,0
230,61.77,122.8,224.1,0.472,3653,0
274,92.22,91.0,242.3,0.182,1153,0
266,75.34,117.4,242.0,0.309,3184,0
219,71.81,109.9,235.3,0.39,3517,0
288,79.95,102.7,242.1,0.35,1797,0
202,84.35,103.4,242.7,0.301,2339,0
257,83.2,110.0,247.1,0.255,1899,0
280,48.31,138.9,227.1,0.554,5116,1
254,59.82,123.3,233.6,0.463,3604,1
255,91.35,96.1,246.6,0.26,875,0
247,63.45,123.2,232.2,0.468,3675,0
206,60.82,123.1,223.9,0.461,4165,0
267,80.38,107.0,237.5,0.27,2767,0
295,73.03,112.4,242.1,0.338,3476,0
279,76.9,112.1,236.5,0.294,2955,0
205,70.18,117.1,234.6,0.352,3520,0
222,77.92,114.9,243.9,0.346,2023,0
283,46.48,132.9,224.5,0.571,5060,1
271,74.64,109.0,238.6,0.329,3007,0
236,33.82,145.9,214.6,0.686,6252,1
224,75.39,110.1,243.8,0.334,2360,0
246,91.04,101.1,243.6,0.178,1008,0
203,48.06,129.9,225.8,0.67,5068,1
208,75.22,116.1,237.2,0.337,3153,0
207,85.08,101.5,247.5,0.215,1601,0
282,79.82,111.9,245.1,0.394,2044,0
204,92.84,106.2,249.2,0.155,1747,0
255,81.92,109.5,248.8,0.248,1869,0
228,77.98,111.2,244.5,0.278,1978,0
275,30.97,153.1,212.8,0.716,6352,1
212,22.7,154.5,211.2,0.795,7429,1
291,57.46,127.2,230.6,0.474,4806,1
208,93.66,92.7,254.7,0.277,968,0
284,28.78,148.1,204.5,0.856,6069,1
214,72.37,114.7,243.7,0.331,2795,0
202,71.83,114.3,227.7,0.366,3058,0
203,53.57,131.2,229.6,0.528,4218,1
278,94.83,94.9,252.2,0.144,1196,0
234,29.84,148.5,212.7,0.727,6185,1
241,49.2,136.9,228.0,0.579,5483,1
282,42.79,136.2,213.9,0.624,5051,1
226,37.36,144.3,213.3,0.646,6197,1
255,66.47,123.1,227.7,0.516,3749,0
229,52.49,133.2,222.4,0.514,4698,1
206,92.12,96.6,254.4,0.19,987,0
299,72.97,105.8,245.0,0.331,2788,0
237,85.64,100.8,244.0,0.306,2123,0
284,77.18,117.9,241.0,0.286,2418,0
242,83.88,102.7,255.1,0.26,1866,0
286,90.81,97.8,244.9,0.257,1420,0
217,75.72,111.3,235.1,0.31,2824,0
254,94.97,96.0,255.2,0.183,1402,0
237,44.82,134.3,219.0,0.678,5770,1
299,99.48,93.5,246.4,0.102,77,0
233,71.68,115.7,242.1,0.351,3354,0
277,73.58,105.6,246.1,0.431,3054,0
249,77.68,98.8,237.3,0.297,3032,0
240,49.37,130.9,224.4,0.645,4734,1
269,89.26,94.3,251.9,0.212,2010,0
264,79.24,108.9,236.5,0.328,1898,0
247,68.54,115.2,240.8,0.445,3156,0
205,71.77,115.9,245.7,0.34,2907,0
207,71.3,116.3,229.3,0.422,2511,0
259,89.24,95.1,238.5,0.196,1364,0
205,84.57,101.7,234.3,0.318,1679,0
260,61.95,120.1,228.5,0.429,4244,0
288,76.35,113.8,231.9,0.311,2659,0
278,77.61,108.3,246.7,0.307,1984,0
269,97.81,96.9,245.5,0.227,704,0
227,35.79,149.8,214.7,0.691,5793,1
265,88.58,99.2,248.4,0.263,1209,0
218,44.94,134.4,217.3,0.582,5243,1
291,96.82,89.2,250.8,0.113,655,0
209,67.81,120.2,238.7,0.37,3305,0
254,88.07,99.7,264.5,0.247,1558,0
248,72.41,110.5,239.6,0.334,2653,0
207,100.0,93.6,243.0,0.114,227,0
218,86.97,104.7,249.5,0.262,1860,0
271,62.96,117.7,234.0,0.423,3910,0
259,70.69,116.4,239.4,0.437,2760,0
216,86.85,103.5,244.7,0.255,1255,0
214,86.58,108.2,250.4,0.212,2065,0
266,63.45,120.4,230.9,0.467,4041,0
266,81.57,105.7,244.2,0.37,2217,0
240,76.81,112.4,241.0,0.302,2621,0
202,36.35,149.2,218.1,0.656,5578,1
202,71.36,115.9,234.8,0.352,3450,0
215,80.53,107.4,248.5,0.337,2095,0
205,36.76,141.5,226.0,0.853,5648,1
255,73.0,111.7,249.2,0.354,2808,0
239,75.41,110.3,239.8,0.309,2263,0
221,72.65,116.1,238.8,0.44,2642,0
259,40.43,142.4,221.5,0.638,5553,1
270,35.69,141.9,212.4,0.755,5735,1
217,40.89,143.6,225.3,0.613,5333,1
262,73.66,111.7,236.4,0.337,2833,0
210,80.3,106.1,245.2,0.3,2529,0
259,78.33,111.5,233.7,0.344,2406,0
237,42.86,142.1,224.5,0.646,6047,1
210,92.13,98.1,255.9,0.255,776,0
280,76.29,117.6,235.6,0.302,2629,0
218,87.04,93.5,242.8,0.198,1585,0
278,87.16,104.8,242.7,0.236,1325,0
236,77.27,105.3,237.3,0.349,1961,0
268,67.42,117.6,242.8,0.383,2789,0
270,71.18,114.6,237.5,0.351,3291,0
242,92.79,95.9,243.0,0.148,1326,0
266,54.39,125.2,222.7,0.547,4627,1
244,65.0,114.4,221.2,0.426,3286,0
260,74.33,104.2,234.0,0.355,2896,0
222,97.32,91.5,243.7,0.106,622,0
242,71.32,115.0,229.7,0.412,3563,0
213,81.4,108.2,240.0,0.255,1615,0
241,61.65,127.3,225.2,0.438,4425,0
201,66.94,121.5,233.6,0.382,3986,0
240,72.42,117.4,239.7,0.339,3503,0
286,54.67,124.6,229.6,0.509,4884,1
236,88.62,104.1,247.7,0.216,1395,0
249,65.0,121.3,218.2,0.427,4039,0
285,65.64,114.0,230.8,0.416,3218,0
200,64.68,124.3,240.7,0.405,3413,0
267,72.33,110.0,250.1,0.347,3545,0
252,65.1,115.6,238.2,0.404,3253,0
234,87.69,106.7,246.1,0.196,1414,0
225,88.08,101.1,240.9,0.217,1939,0
259,80.07,102.8,249.0,0.269,2653,0
242,77.37,107.1,239.1,0.285,2337,0
239,39.64,145.6,217.8,0.655,6117,1
267,87.0,96.3,252.2,0.198,1758,0
239,70.13,114.9,217.6,0.448,3313,0
280,71.51,113.7,236.4,0.355,3474,0
228,87.07,111.9,236.5,0.225,1607,0
270,82.71,98.9,246.3,0.266,1632,0
256,40.65,134.8,229.6,0.665,6080,1
289,71.06,112.4,239.5,0.35,3148,0
240,72.48,110.9,249.2,0.335,3471,0
223,84.64,103.2,245.3,0.253,2029,0
239,73.18,110.9,246.4,0.326,2399,0
266,64.8,123.3,223.6,0.432,3365,0
242,50.58,132.4,226.6,0.638,5145,1
288,47.06,131.2,215.4,0.576,4848,1
215,97.01,91.6,253.2,0.121,1253,0
230,33.89,145.1,214.2,0.692,6722,1
298,37.04,148.1,216.7,0.741,5881,1
279,100.0,93.5,251.2,0.131,983,0
207,69.07,119.2,241.8,0.509,2920,0
294,86.6,98.5,246.3,0.213,1643,0
242,72.89,114.3,238.7,0.325,3215,0
264,45.42,131.8,222.6,0.604,4854,1
201,100.0,92.6,256.8,0.127,403,0
216,87.92,105.2,244.5,0.23,1406,0
269,81.52,97.4,235.7,0.315,2717,0
226,70.49,114.8,242.0,0.358,3102,0
211,78.25,108.2,237.9,0.328,2230,0
267,41.31,143.6,221.9,0.646,5366,1
221,65.49,117.0,238.1,0.398,3387,0
286,60.0,121.6,224.1,0.479,3740,0
217,71.7,114.8,232.0,0.342,2767,0
202,79.68,109.8,232.7,0.283,2239,0
239,91.19,98.4,245.6,0.231,1575,0
232,72.62,116.9,243.8,0.369,2616,0
263,81.92,108.2,242.4,0.263,2234,0
223,62.99,119.5,240.6,0.449,4038,0
298,72.0,114.0,239.1,0.415,2617,0
242,60.0,126.3,227.1,0.451,4252,0
270,100.0,86.9,248.4,0.133,752,0
276,81.98,102.7,252.1,0.273,1904,0
288,81.66,99.8,247.1,0.251,2270,0
250,85.35,107.3,243.4,0.259,2441,0
222,46.01,144.7,223.6,0.585,5206,1
251,75.65,108.1,236.4,0.317,3062,0
242,70.19,117.7,221.0,0.384,3372,0
260,100.0,95.1,253.0,0.122,922,0
223,67.69,112.9,227.3,0.379,2852,0
251,92.98,97.5,246.5,0.201,1683,0
295,79.26,113.0,233.5,0.268,1964,0
268,84.33,102.4,242.8,0.31,1706,0
295,65.63,119.0,227.6,0.417,3740,0
210,100.0,95.6,252.9,0.091,401,0
265,76.18,108.7,243.6,0.303,2566,0
202,72.99,110.8,239.5,0.328,2763,0
220,85.48,101.7,235.7,0.233,2318,0
282,73.55,119.9,228.0,0.323,2633,0
210,84.24,106.7,236.1,0.223,1550,0
247,65.0,122.1,239.4,0.408,3139,0
206,81.46,108.0,255.4,0.256,1673,0
229,73.97,107.8,234.1,0.367,3308,0
212,72.17,116.1,231.1,0.343,3256,0
245,70.59,113.5,244.6,0.365,3228,0
264,49.48,132.4,222.2,0.557,5222,1
265,45.07,135.9,221.8,0.616,5376,1
293,78.16,112.6,241.5,0.318,2918,0
212,46.5,143.0,219.0,0.575,4859,1
240,91.4,93.9,243.1,0.186,1493,0
252,70.77,119.4,236.0,0.389,3464,0
208,82.21,104.8,240.2,0.257,1570,0
211,22.86,159.0,199.4,0.841,6739,1
231,77.91,110.4,235.0,0.285,2844,0
285,90.65,95.9,246.5,0.248,829,0
258,60.0,121.9,227.2,0.508,4375,0
256,70.77,114.4,239.4,0.346,3182,0
255,77.69,110.8,235.6,0.329,2600,0
281,83.81,106.2,254.5,0.234,2052,0
254,44.11,149.8,222.1,0.59,5684,1
272,63.03,124.1,232.6,0.435,3975,0
230,45.19,131.9,219.3,0.624,4950,1
281,85.21,108.1,242.8,0.275,2193,0
203,77.59,111.9,228.8,0.291,2737,0
234,43.02,138.2,221.2,0.607,5864,1
225,38.5,138.3,230.5,0.655,6234,1
213,90.25,97.6,252.5,0.176,1225,0
253,59.08,129.9,220.2,0.592,4150,1
289,78.19,111.0,242.2,0.329,2758,0
216,70.29,121.2,238.8,0.444,2959,0
288,87.35,106.4,254.7,0.312,2255,0
285,78.5,109.6,235.9,0.306,2558,0
288,77.63,96.9,253.9,0.317,2951,0
200,27.24,148.7,213.2,0.76,6959,1
298,73.55,106.8,233.0,0.332,2321,0
242,27.64,157.6,202.9,0.808,7058,1
259,64.8,122.4,232.4,0.416,3276,0
230,73.81,111.9,239.3,0.327,3163,0
251,62.0,120.7,224.7,0.444,3525,0
255,84.86,107.7,247.9,0.267,1424,0
279,73.32,109.5,241.0,0.36,3107,0
234,76.08,105.6,239.4,0.332,2518,0
211,79.63,102.3,236.1,0.29,1753,0
258,71.98,114.7,237.2,0.346,3470,0
278,68.25,114.2,246.1,0.389,3368,0
201,52.8,134.6,221.0,0.519,4727,1
281,98.89,91.3,241.3,0.111,549,0
280,89.1,94.1,244.3,0.213,1356,0
257,92.8,95.5,243.7,0.168,796,0
294,67.02,114.5,223.2,0.448,2904,0
238,78.09,108.5,242.9,0.302,2484,0
213,55.58,132.4,220.2,0.498,4569,1
265,94.28,94.6,240.8,0.141,1166,0
260,40.51,138.2,224.7,0.642,6237,1
291,78.36,110.5,249.0,0.277,2712,0
222,60.0,122.6,246.0,0.498,4432,0
215,68.41,119.3,225.8,0.593,2718,0
267,86.33,103.2,247.3,0.204,1242,0
231,76.79,105.8,231.3,0.344,2113,0
218,78.9,103.0,241.3,0.292,2580,0
267,33.88,145.0,215.2,0.681,6714,1
218,62.06,124.1,218.8,0.517,3467,0
283,72.21,120.8,240.4,0.337,3405,0
231,85.92,97.7,244.7,0.341,1452,0
265,96.11,89.5,254.0,0.178,1142,0
257,94.28,99.0,241.8,0.132,549,0
259,74.69,112.5,251.3,0.335,2545,0
230,82.95,104.0,244.7,0.281,2069,0
208,87.51,103.5,247.6,0.258,1759,0
263,80.2,112.0,249.9,0.431,2071,0
243,77.51,113.5,240.0,0.346,2455,0
297,43.12,135.7,215.8,0.605,4937,1
289,71.35,116.3,243.3,0.371,2899,0
207,39.68,146.0,218.4,0.754,5563,1
236,67.39,116.7,240.4,0.384,2810,0
241,81.09,107.7,241.4,0.33,2263,0
238,88.67,97.5,259.3,0.274,2120,0
272,45.94,132.3,222.4,0.602,5237,1
235,60.46,125.5,226.9,0.474,3415,0
215,78.82,111.9,242.8,0.28,1884,0
236,54.2,132.2,224.4,0.5,4828,1
278,82.06,100.1,237.3,0.278,2266,0
240,72.79,118.6,245.5,0.389,3071,0
228,67.95,119.8,227.1,0.377,3728,0
277,88.86,104.2,252.5,0.197,1122,0
206,40.3,137.2,229.2,0.623,6264,1
245,73.19,116.4,235.6,0.386,3039,0
210,52.0,133.6,227.6,0.528,5257,1
260,82.23,100.3,237.6,0.249,2194,0
289,71.02,116.6,243.3,0.398,3452,0
244,83.83,99.9,235.8,0.233,2032,0
298,81.58,106.0,248.2,0.274,1852,0
287,100.0,99.5,252.4,0.131,1094,0
272,79.22,109.1,235.9,0.33,2349,0
217,100.0,89.8,248.2,0.113,371,0
203,80.82,100.6,244.8,0.333,2672,0
212,73.33,114.1,230.5,0.328,2793,0
234,69.45,115.6,238.8,0.366,2973,0
240,71.23,106.7,237.6,0.348,3367,0
221,84.29,99.3,241.3,0.253,1768,0
297,81.29,109.7,245.0,0.302,2027,0
274,50.25,137.7,220.2,0.528,5271,1
269,90.2,98.9,245.3,0.22,1721,0
265,47.58,138.9,221.2,0.567,4723,1
261,61.51,123.1,223.6,0.428,3386,0
288,90.12,95.6,244.9,0.171,1355,0
239,32.94,156.1,206.1,0.726,6293,1
214,40.43,135.3,216.2,0.619,5324,1
229,75.33,112.9,228.4,0.313,3294,0
222,71.5,111.9,230.5,0.519,2766,0
295,89.74,98.2,241.2,0.215,1047,0
256,75.85,117.2,241.6,0.459,2193,0
242,75.45,111.3,233.1,0.309,2224,0
202,44.72,136.0,214.4,0.603,5073,1
271,95.6,91.8,247.6,0.133,576,0
264,79.38,110.0,252.4,0.289,2546,0
281,75.29,107.5,228.8,0.329,2875,0
213,77.16,110.1,244.0,0.304,2074,0
265,86.58,101.1,247.1,0.21,2135,0
236,54.27,126.0,239.7,0.531,4799,1
223,39.05,136.4,220.6,0.642,5669,1
222,70.62,115.4,236.5,0.348,2923,0
228,67.97,116.0,235.0,0.422,2953,0
273,65.0,120.9,232.9,0.431,3507,0
202,74.85,103.0,242.8,0.395,2689,0
294,90.79,96.3,244.1,0.208,1263,0
296,60.17,127.5,248.7,0.442,3569,0
296,32.65,140.9,220.5,0.724,5871,1
283,73.51,120.3,236.7,0.353,3270,0
232,69.37,117.8,234.0,0.379,2783,0
240,83.44,103.8,243.2,0.233,2444,0
212,45.31,137.2,222.0,0.579,5411,1
289,94.98,91.1,253.5,0.281,1238,0
277,82.84,110.5,244.7,0.282,1911,0
215,61.14,124.0,239.8,0.435,3481,0
299,83.92,104.2,237.8,0.25,1882,0
204,57.88,130.1,229.0,0.498,4321,1
276,77.07,111.3,234.0,0.325,2545,0
213,91.35,94.9,244.8,0.171,1797,0
274,57.0,126.7,225.7,0.473,3799,1
288,71.69,116.6,241.6,0.363,3281,0
295,97.69,92.5,247.3,0.184,839,0
216,43.55,132.9,229.8,0.594,5517,1
216,29.48,155.8,222.4,0.736,6208,1
206,49.98,133.4,229.3,0.596,5032,1
282,71.07,113.3,229.7,0.396,3087,0
218,75.62,113.6,247.7,0.379,3240,0
239,73.58,110.7,235.4,0.375,2987,0
241,56.42,121.2,226.5,0.495,4335,1
235,83.67,104.1,246.6,0.255,1626,0
249,73.99,115.0,233.0,0.379,2401,0
234,100.0,89.2,260.0,0.087,557,0
223,52.11,130.0,230.9,0.596,4911,1
238,58.82,124.5,247.7,0.508,3646,1
280,93.43,95.4,250.7,0.214,1633,0
211,71.25,115.3,235.9,0.382,3465,0
295,40.72,143.8,231.9,0.681,5056,1
240,82.86,107.8,231.9,0.258,2402,0
229,65.24,127.9,234.8,0.394,4072,0
244,77.63,116.2,239.4,0.299,2642,0
293,100.0,86.8,259.9,0.132,818,0
280,55.41,127.2,246.6,0.536,4010,1
281,88.97,102.5,242.4,0.18,1572,0
222,60.36,116.8,237.6,0.459,3906,0
288,84.93,104.3,252.6,0.221,1649,0
270,75.68,107.5,247.0,0.316,2647,0
205,96.44,93.0,252.0,0.219,329,0
242,43.88,138.0,225.9,0.607,5061,1
283,46.77,128.4,217.5,0.729,4933,1
253,74.91,121.2,249.3,0.308,2353,0
258,75.51,108.9,232.6,0.368,2267,0
237,85.39,108.4,238.6,0.237,1895,0
203,34.99,138.9,215.0,0.689,6663,1
288,94.29,92.5,245.9,0.186,1131,0
275,83.39,107.5,246.0,0.269,2309,0
227,80.63,105.7,240.0,0.321,2061,0
224,54.75,131.8,222.4,0.525,5019,1
251,48.16,136.8,217.3,0.574,4832,1
279,62.39,118.8,238.9,0.429,4325,0
208,78.73,113.1,244.0,0.32,2848,0
262,69.48,118.4,227.9,0.49,3601,0
284,65.0,114.1,237.1,0.441,4124,0
249,67.42,118.2,232.7,0.495,3813,0
205,61.94,125.1,222.1,0.423,4352,0
202,66.81,117.9,226.8,0.399,3415,0
216,74.46,112.0,244.6,0.449,2448,0
288,46.5,137.6,231.2,0.611,5338,1
245,60.15,117.5,234.8,0.442,3938,0
214,71.34,113.7,232.3,0.36,2539,0
290,83.96,102.3,246.8,0.285,2413,0
282,47.35,137.9,226.5,0.555,4475,1
214,97.02,90.4,235.9,0.162,629,0
268,49.42,140.9,228.2,0.55,4335,1
233,69.74,113.5,237.0,0.406,3030,0
206,73.29,108.3,251.9,0.42,2392,0
206,87.46,105.7,257.5,0.221,1962,0
254,71.13,117.0,236.2,0.344,3279,0
284,76.76,111.4,242.4,0.32,2003,0
296,62.9,120.7,232.8,0.424,3342,0
270,66.93,116.8,231.5,0.41,2980,0
292,92.59,98.2,240.2,0.152,1579,0
223,81.67,103.4,238.4,0.253,2270,0
214,73.71,119.6,235.3,0.348,2827,0
211,54.13,130.0,234.4,0.499,4969,1
217,55.15,127.1,229.1,0.52,4123,1
275,73.43,111.0,234.5,0.487,2597,0
215,32.84,142.3,211.1,0.705,6664,1
243,88.71,102.5,248.9,0.24,1008,0
275,94.45,91.6,247.6,0.142,1310,0
292,52.12,130.2,219.8,0.566,4724,1
216,66.01,129.1,228.2,0.443,3448,0
218,34.63,138.3,227.1,0.793,5604,1
206,44.83,136.5,221.4,0.645,4897,1
211,39.06,136.3,225.6,0.683,5587,1
239,87.66,98.3,235.1,0.216,1816,0
231,73.41,112.0,245.0,0.326,2510,0
296,55.6,122.5,232.7,0.55,4974,1
244,40.88,141.9,225.3,0.711,6141,1
230,71.68,119.9,227.3,0.35,3329,0
246,76.69,111.1,239.9,0.292,2811,0
272,74.19,115.3,233.4,0.333,3115,0
233,72.98,119.5,230.6,0.469,3161,0
214,92.22,99.0,236.9,0.213,1230,0
242,59.18,115.3,223.6,0.493,3595,1
262,64.13,121.2,225.9,0.408,3257,0
231,85.86,92.0,249.4,0.273,2226,0
258,70.45,112.2,232.6,0.402,3606,0
232,37.01,137.5,216.9,0.712,5889,1
290,28.36,152.0,220.3,0.78,6947,1
288,72.75,109.6,237.9,0.37,3245,0
271,75.47,112.1,234.7,0.326,2790,0
283,80.42,109.8,243.0,0.285,1767,0
212,77.14,105.6,235.2,0.286,1985,0
265,75.71,111.7,228.6,0.312,2316,0
240,60.0,113.5,232.7,0.48,3730,0
277,78.27,102.5,244.4,0.276,2065,0
200,96.13,98.4,249.2,0.218,865,0
218,86.3,98.1,244.2,0.263,1857,0
224,76.24,108.1,236.9,0.301,2209,0
255,84.7,99.7,253.4,0.243,2094,0
297,49.52,126.0,226.5,0.561,5236,1
289,71.58,110.0,236.1,0.338,3583,0
245,92.57,96.3,254.2,0.153,1574,0
200,81.63,104.1,248.7,0.266,2421,0
286,76.88,113.9,242.4,0.302,2097,0
257,95.9,91.0,256.0,0.147,1222,0
202,41.72,139.5,223.8,0.663,5777,1
264,68.24,114.8,235.3,0.481,3198,0
288,86.42,105.3,251.0,0.203,2325,0
287,86.74,95.5,239.6,0.222,1417,0
288,96.47,94.9,244.8,0.124,1268,0
297,60.0,125.6,233.5,0.555,4154,0
265,45.22,133.3,218.3,0.588,5043,1
261,67.55,117.2,239.6,0.559,3843,0
211,84.19,105.0,245.3,0.256,1682,0
263,42.72,135.9,233.4,0.653,5012,1
287,88.5,96.9,240.2,0.26,2091,0
281,77.65,104.1,245.8,0.323,2347,0
289,90.11,106.5,244.1,0.229,1139,0
217,71.72,112.2,238.7,0.367,2734,0
220,79.19,102.8,245.4,0.282,1932,0
285,81.93,98.3,244.9,0.289,2451,0
294,96.77,89.5,253.8,0.208,608,0
252,88.33,101.0,248.6,0.244,1008,0
288,35.58,143.7,215.6,0.67,6673,1
268,86.4,103.0,250.2,0.276,2004,0
220,90.86,100.6,252.9,0.173,819,0
250,47.72,133.8,221.8,0.569,5603,1
239,69.75,115.2,231.2,0.355,3646,0
278,46.01,142.2,224.5,0.605,5286,1
233,79.72,110.2,242.6,0.293,2360,0
217,76.47,111.5,229.9,0.393,2511,0
249,72.15,112.3,238.6,0.364,3146,0
249,85.79,104.8,239.9,0.226,1297,0
288,85.12,104.1,232.8,0.222,2371,0
200,70.44,116.4,238.6,0.368,2531,0
287,68.94,119.3,228.2,0.365,2703,0
221,98.92,92.2,259.6,0.114,1112,0
217,88.61,93.6,250.9,0.192,1778,0
241,80.87,106.5,243.5,0.253,2150,0
255,86.06,97.4,253.2,0.24,1453,0
292,75.32,113.5,244.7,0.329,2755,0
253,30.52,142.8,208.9,0.725,6742,1
214,80.21,106.7,247.7,0.285,1866,0
245,89.64,99.0,242.7,0.201,1880,0
292,54.97,123.7,233.2,0.487,3916,1
271,27.49,151.3,210.1,0.735,7142,1
221,67.75,120.5,227.2,0.471,3506,0
264,42.57,136.6,223.5,0.605,5158,1
273,78.99,109.0,238.1,0.269,2240,0
227,70.84,116.8,242.9,0.358,3204,0
252,77.78,104.6,248.1,0.29,2191,0
234,57.19,126.6,218.6,0.476,4038,1
218,46.13,135.0,222.9,0.583,5484,1
288,92.6,96.2,252.3,0.199,690,0
